id,name,description,location,starts_on,ends_on,org_name,org_id,category_names,theme,visibility
10841600,Dungeons & Dragons Club,Welcome to our weekly Dungeons and Dragons meet-up. Play in sessions with your group or just come on by to hang out! New players welcome!,Johns Hall 212,2025-04-15T23:30:00+00:00,2025-04-16T02:30:00+00:00,Furman Dungeons and Dragons Club,238170,,Social,Public
10841592,Dungeons & Dragons Club,Welcome to our weekly Dungeons and Dragons meet-up. Play in sessions with your group or just come on by to hang out! New players welcome!,Johns Hall 212,2025-02-12T00:30:00+00:00,2025-02-12T03:30:00+00:00,Furman Dungeons and Dragons Club,238170,,Social,Public
10407388,Dungeons & Dragons Club,Welcome to our weekly Dungeons and Dragons meet-up. Play in sessions with your group or just come on by to hang out! Every Tuesday at 7:30 in Johns 212,Johns Hall 212,2024-10-22T23:30:00+00:00,2024-10-23T02:30:00+00:00,Furman Dungeons and Dragons Club,238170,Special Interest,Social,Public
10407380,Dungeons & Dragons Club,Welcome to our weekly Dungeons and Dragons meet-up. Play in sessions with your group or just come on by to hang out! Every Tuesday at 7:30 in Johns 212,Johns Hall 212,2024-09-03T23:30:00+00:00,2024-09-04T02:30:00+00:00,Furman Dungeons and Dragons Club,238170,Special Interest,Social,Public
