id,name,description,location,starts_on,ends_on,org_name,org_id,category_names,theme,visibility
12313036,RUF Large Group,"Worship, fellowship, and Scripture in community!",Hartness Pavillion,2026-03-20T00:00:00+00:00,2026-03-20T01:30:00+00:00,Reformed University Fellowship,183295,Religious,Spirituality,Public
11694573,RUF Large Group,"Weekly worship service with music, teaching, and fellowship! People from all religious backgrounds are welcome!",Hartness Pavillion,2025-10-31T00:00:00+00:00,2025-10-31T01:15:00+00:00,Reformed University Fellowship,183295,Religious,Spirituality,Public
11694595,RUF Large Group,"Weekly worship service with music, teaching, and fellowship! People from all religious backgrounds are welcome!",Hartness Pavillion,2025-10-10T00:00:00+00:00,2025-10-10T01:00:00+00:00,Reformed University Fellowship,183295,Religious,Spirituality,Public
11694671,S'mores with RUF,"Fall vibes, friends, and s'mores! Stop by or stay a while!",Trone Fire Pit,2025-09-24T22:30:00+00:00,2025-09-25T01:00:00+00:00,Reformed University Fellowship,183295,Religious,Social,Public
11009591,RUF Large Group,Our weekly worship meeting to sing and hear preaching from the Bible.,Garden Room,2025-03-21T00:00:00+00:00,2025-03-21T01:00:00+00:00,Reformed University Fellowship,183295,Religious,Spirituality,Public
9866934,RUF Community Groups,"This semester, we will have two community groups (one on Tuesday nights at 7, and one on Wednesday nights at 7). Community groups are smaller groups that eat dinner together and talk about aspects of Christianity while encouraging fellowship between one another. Attendees will bring their own dinner to the event.",North Village,2024-03-27T23:00:00+00:00,2024-03-28T00:00:00+00:00,Reformed University Fellowship,183295,Religious,Spirituality,Public
9866933,RUF Community Groups,"This semester, we will have two community groups (one on Tuesday nights at 7, and one on Wednesday nights at 7). Community groups are smaller groups that eat dinner together and talk about aspects of Christianity while encouraging fellowship between one another. Attendees will bring their own dinner to the event.",North Village,2024-03-26T23:00:00+00:00,2024-03-27T00:00:00+00:00,Reformed University Fellowship,183295,Religious,Spirituality,Public
9716336,RUF Large Group,"We will meet again this week for our weekly worship service. This service will include hymn singing, a message and Bible reading, and fellowship time. Everyone is welcome.",Garden Room,2024-02-16T01:00:00+00:00,2024-02-16T02:00:00+00:00,Reformed University Fellowship,183295,Religious,Spirituality,Public
9866924,RUF Community Groups,"This semester, we will have two community groups (one on Tuesday nights at 7, and one on Wednesday nights at 7). Community groups are smaller groups that eat dinner together and talk about aspects of Christianity while encouraging fellowship between one another. Attendees will bring their own dinner to the event.",North Village,2024-02-15T00:00:00+00:00,2024-02-15T01:00:00+00:00,Reformed University Fellowship,183295,Religious,Spirituality,Public
9587912,Hymn Sing and Bonfire,Join us for a night of singing Psalm hymns and making bonfire snacks. A night of fellowship and praise.,Vista House,2023-11-18T00:00:00+00:00,2023-11-18T02:00:00+00:00,Reformed University Fellowship,183295,Religious,Spirituality,Public
6896227,RUF Large Group,"Join us for a time of fellowship, worship, and study in God's Word.",Daniel Chapel,2021-02-12T01:00:00+00:00,2021-02-12T02:00:00+00:00,Reformed University Fellowship,183295,,Spirituality,Public
6485320,RUF Large Group,Sign up at the link in our Instagram bio to attend this Large Group with Tom Hart!,Garden Room - Daniel Chapel,2020-10-01T23:45:00+00:00,2020-10-02T01:15:00+00:00,Reformed University Fellowship,183295,,Spirituality,Public
1699206,RUF Large Group,Great time to come worship and fellowship and hear teaching from the Word.,Ramsay Parlor,2012-10-04T23:00:00+00:00,2012-10-05T00:30:00+00:00,Reformed University Fellowship,183295,,Unknown,Public
1699446,RUF Large Group,Great time to come worship and fellowship and hear teaching from the Word.,Ramsay Parlor,2012-09-13T23:00:00+00:00,2012-09-14T00:30:00+00:00,Reformed University Fellowship,183295,,Unknown,Public
1698573,Large Group,Come to Large Group. Tim is awesome!,Ramsay Parlor,2011-12-02T00:00:00+00:00,2011-12-02T01:00:00+00:00,Reformed University Fellowship,183295,,Unknown,Public
