id,name,description,location,starts_on,ends_on,org_name,org_id,category_names,theme,visibility
12183140,Sigma Nu Chapter,"Regular meeting of the Sigma Nu chapter focused on updates, announcements, and discussions that support chapter operations, member development, and fraternity activities.",Patrick Lecture Hall,2026-04-27T23:00:00+00:00,2026-04-28T00:00:00+00:00,Sigma Nu,183436,,GroupBusiness,Public
12183125,Sigma Nu EC Meeting,"Weekly meeting for Sigma Nu’s Executive Committee to coordinate leadership efforts, review chapter operations, and plan upcoming initiatives and events.",Patrick Lecture Hall,2026-04-27T22:00:00+00:00,2026-04-27T23:00:00+00:00,Sigma Nu,183436,,GroupBusiness,Public
12183137,Sigma Nu Chapter,"Regular meeting of the Sigma Nu chapter focused on updates, announcements, and discussions that support chapter operations, member development, and fraternity activities.",Patrick Lecture Hall,2026-04-06T23:00:00+00:00,2026-04-07T00:00:00+00:00,Sigma Nu,183436,,GroupBusiness,Public
12183122,Sigma Nu EC Meeting,"Weekly meeting for Sigma Nu’s Executive Committee to coordinate leadership efforts, review chapter operations, and plan upcoming initiatives and events.",Patrick Lecture Hall,2026-04-06T22:00:00+00:00,2026-04-06T23:00:00+00:00,Sigma Nu,183436,,GroupBusiness,Public
12183128,Sigma Nu Chapter,"Regular meeting of the Sigma Nu chapter focused on updates, announcements, and discussions that support chapter operations, member development, and fraternity activities.",Patrick Lecture Hall,2026-02-03T00:00:00+00:00,2026-02-03T01:00:00+00:00,Sigma Nu,183436,,GroupBusiness,Public
12183113,Sigma Nu EC Meeting,"Weekly meeting for Sigma Nu’s Executive Committee to coordinate leadership efforts, review chapter operations, and plan upcoming initiatives and events.",Patrick Lecture Hall,2026-02-02T23:00:00+00:00,2026-02-03T00:00:00+00:00,Sigma Nu,183436,,GroupBusiness,Public
11264056,Sigma Nu Harvest Hope,The brothers will be going to Harvest Hope Food Bank to volunteer.,Harvest Hope Food Bank,2025-04-16T18:30:00+00:00,2025-04-16T20:30:00+00:00,Sigma Nu,183436,Community Service,CommunityService,Public
11057529,Sigma Nu Harvest Hope Service,Brothers will be working alongside professionals of Harvest Hope to sort and package food for those in need.,Harvest Hope Food Bank,2025-02-13T19:30:00+00:00,2025-02-13T21:30:00+00:00,Sigma Nu,183436,Community Service,CommunityService,Public
1694924,Relay for Life,,No location specified,2012-03-29T16:00:00+00:00,2012-03-29T17:00:00+00:00,Sigma Nu,183436,,Unknown,Public
1694542,Black Soccer vs Beta Theta Pi,,PAC,2012-03-21T23:30:00+00:00,2012-03-22T00:30:00+00:00,Sigma Nu,183436,,Unknown,Public
1695077,Snakes Soccer,,PAC,2012-03-21T22:30:00+00:00,2012-03-21T23:30:00+00:00,Sigma Nu,183436,,Unknown,Public
1695691,Gold Volleyball,,PAC,2012-03-14T00:45:00+00:00,2012-03-14T01:45:00+00:00,Sigma Nu,183436,,Unknown,Public
1695759,Black Soccer vs. Sig Chi,,PAC,2012-03-14T00:00:00+00:00,2012-03-14T01:00:00+00:00,Sigma Nu,183436,,Unknown,Public
1695031,High School Heroes Playoffs 1st Round,,PAC,2012-02-27T23:00:00+00:00,2012-02-28T00:00:00+00:00,Sigma Nu,183436,,Unknown,Public
