id,name,description,location,starts_on,ends_on,org_name,org_id,category_names,theme,visibility
9887385,Valentines Day Wildflowers Event,Make wildflower bouquets for your valentine and learn the significance of the sunflower to indigenous tribes.,Trone Patio,2024-02-14T17:00:00+00:00,2024-02-14T18:00:00+00:00,Native American and Indigenous Peoples Association,322621,Diversity and Inclusion ; Special Interest,Arts,Public
