id,name,description,location,starts_on,ends_on,org_name,org_id,category_names,theme,visibility
11022998,Black Essence: Celebration of Natural Hair,"Black Essence: A Celebration of Natural Hair is an event designed to educate Furman students about the history and significance of natural hair, as well as provide practical methods for caring for and appreciating it. This event, hosted by Afrikiya, will feature renowned experts in the natural hair community, including Ebony Bomani representing Pattern Beauty and Angel Bradley of Earnestly Natural. Through engaging discussions, attendees will gain insights into the historical context of natural hair, the diversity of hair types and textures, and the benefits of embracing natural curls and coils.",Burgiss Theater,2025-02-13T23:00:00+00:00,2025-02-14T00:30:00+00:00,Afrikiya,366782,CLP;Diversity and Inclusion ,Cultural,Public
