id,name,description,location,starts_on,ends_on,org_name,org_id,category_names,theme,visibility
10402474,ASIA First General Meeting,"ASIA first General Meeting, with old and New Members to talk about ASIA club and it's event for the fall semester.",Riley 106,2024-09-05T21:30:00+00:00,2024-09-05T22:30:00+00:00,The Association of Students Interested in Asia,183410,,GroupBusiness,Public
10041565,Holi CLP,"Holi is about having fun with family and friends. We will be celebrating holi with Food, fun performance and playing holi. this event is CLP.","Right Behind DH, right next to Lake!!",2024-03-25T21:30:00+00:00,2024-03-25T23:30:00+00:00,The Association of Students Interested in Asia,183410,CLP,Cultural,Public
