id,name,description,location,starts_on,ends_on,org_name,org_id,category_names,theme,visibility
10760492,Dintonation A Cappella Concert,"Please join us on Saturday, December 7th at 7:00pm for our magic-themed a cappella concert! Be sure to stay afterwards for the Bell Tower Boys' concert, which will immediately follow ours.",Harper Hall,2024-12-08T00:00:00+00:00,2024-12-08T00:30:00+00:00,Dintonation,183492,,Arts,Public
1703902,The Furman Belles: Who run the world? Concert,The Furman Belles Spring Concert,Harper Hall,2015-05-02T23:00:00+00:00,2015-05-03T00:00:00+00:00,Dintonation,183492,,Unknown,Public
