id,name,description,location,starts_on,ends_on,org_name,org_id,category_names,theme,visibility
1711278,National Philanthropy Concert,,Daniel Recital Hall,2014-04-07T23:00:00+00:00,2014-04-08T00:00:00+00:00,Sigma Alpha Iota,183402,,Unknown,Public
1696874,Furman Bands Concert,"Come support the many SAI Sisters in the Symphonic Band and Wind Ensemble, under the direction of Dr. Les Hicken (Friend of the Arts).",McAlister Auditorium,2014-04-05T00:00:00+00:00,2014-04-05T01:00:00+00:00,Sigma Alpha Iota,183402,,Unknown,Public
1696367,Spring Honors Recital,,Daniel Recital Hall,2014-04-02T00:00:00+00:00,2014-04-02T01:00:00+00:00,Sigma Alpha Iota,183402,,Unknown,Public
1711797,Formal!,,"Westin, Downtown Greenville",2014-03-29T23:00:00+00:00,2014-03-30T03:00:00+00:00,Sigma Alpha Iota,183402,,Unknown,Public
1697654,"Home Football Game, Family Weekend! (Elon)",It's Family Weekend!! Come support the many SAIs in the Paladin Regiment Marching Band under the direction of fellow SAIs Mr. Jay Bocook (National Arts Associate) and Dr. Les Hicken (Friend of the Arts)!,Furman University,2013-10-05T04:00:00+00:00,2013-10-05T04:00:00+00:00,Sigma Alpha Iota,183402,,Unknown,Public
1700608,Marching Band Extravaganza,Come support the many SAIs in the Paladin Regiment Marching Band under the direction of fellow SAIs Mr. Jay Bocook (National Arts Associate) and Dr. Les Hicken (Friend of the Arts)!,McAlister Auditoroium,2013-10-05T00:00:00+00:00,2013-10-05T01:00:00+00:00,Sigma Alpha Iota,183402,,Unknown,Public
